policy_name,base_policy_name,policy_kwargs,reveal_seed,decision_type,step_name,selected_count_after_initial_seed
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,T1498.001 - Impact: Direct Network Flood,195
greedy_loo_fragility,greedy_loo_fragility,{},101,all,T1498.002 - Impact: Reflection/Amplification Attack,195
greedy_loo_fragility,greedy_loo_fragility,{},101,exploit,T1498.002 - Impact: Reflection/Amplification Attack,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,all,T1498.002 - Impact: Reflection/Amplification Attack,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,exploit,T1498.002 - Impact: Reflection/Amplification Attack,123
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,explore,T1498.002 - Impact: Reflection/Amplification Attack,72
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,all,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,bonus,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,T1498.002 - Impact: Reflection/Amplification Attack,195
greedy_loo_fragility,greedy_loo_fragility,{},101,all,T1571 - Defense Evasion: Non-Standard Port,195
greedy_loo_fragility,greedy_loo_fragility,{},101,exploit,T1571 - Defense Evasion: Non-Standard Port,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,all,T1571 - Defense Evasion: Non-Standard Port,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,exploit,T1571 - Defense Evasion: Non-Standard Port,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,explore,T1571 - Defense Evasion: Non-Standard Port,0
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,all,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,bonus,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,T1571 - Defense Evasion: Non-Standard Port,195
greedy_loo_fragility,greedy_loo_fragility,{},101,all,T1583.005 - Resource Development: Acquire Botnet,195
greedy_loo_fragility,greedy_loo_fragility,{},101,exploit,T1583.005 - Resource Development: Acquire Botnet,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,all,T1583.005 - Resource Development: Acquire Botnet,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,exploit,T1583.005 - Resource Development: Acquire Botnet,182
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,explore,T1583.005 - Resource Development: Acquire Botnet,13
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,all,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,bonus,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,T1583.005 - Resource Development: Acquire Botnet,195
greedy_loo_fragility,greedy_loo_fragility,{},101,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
greedy_loo_fragility,greedy_loo_fragility,{},101,exploit,T1584.005 - Resource Development: Build/Compromise Botnet,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,exploit,T1584.005 - Resource Development: Build/Compromise Botnet,71
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,explore,T1584.005 - Resource Development: Build/Compromise Botnet,123
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,bonus,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,T1584.005 - Resource Development: Build/Compromise Botnet,194
greedy_loo_fragility,greedy_loo_fragility,{},101,all,T1590 - Reconnaissance: Gather Victim Network Information,194
greedy_loo_fragility,greedy_loo_fragility,{},101,exploit,T1590 - Reconnaissance: Gather Victim Network Information,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,all,T1590 - Reconnaissance: Gather Victim Network Information,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,exploit,T1590 - Reconnaissance: Gather Victim Network Information,185
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,explore,T1590 - Reconnaissance: Gather Victim Network Information,9
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,all,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,bonus,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,T1590 - Reconnaissance: Gather Victim Network Information,194
greedy_loo_fragility,greedy_loo_fragility,{},101,all,T1595 - Reconnaissance: Active Scanning,195
greedy_loo_fragility,greedy_loo_fragility,{},101,exploit,T1595 - Reconnaissance: Active Scanning,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,all,T1595 - Reconnaissance: Active Scanning,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,exploit,T1595 - Reconnaissance: Active Scanning,131
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,explore,T1595 - Reconnaissance: Active Scanning,64
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,all,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,bonus,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,T1595 - Reconnaissance: Active Scanning,195
greedy_loo_fragility,greedy_loo_fragility,{},101,all,TA0011 - Command-and-Control,195
greedy_loo_fragility,greedy_loo_fragility,{},101,exploit,TA0011 - Command-and-Control,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,all,TA0011 - Command-and-Control,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,exploit,TA0011 - Command-and-Control,128
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",101,explore,TA0011 - Command-and-Control,67
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,all,TA0011 - Command-and-Control,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",101,bonus,TA0011 - Command-and-Control,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,all,TA0011 - Command-and-Control,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",101,bonus,TA0011 - Command-and-Control,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,all,TA0011 - Command-and-Control,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",101,bonus,TA0011 - Command-and-Control,195
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1036 - Defense Evasion: Masquerading,195
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1036 - Defense Evasion: Masquerading,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1036 - Defense Evasion: Masquerading,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1036 - Defense Evasion: Masquerading,168
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1036 - Defense Evasion: Masquerading,27
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1036 - Defense Evasion: Masquerading,195
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1498.001 - Impact: Direct Network Flood,195
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1498.001 - Impact: Direct Network Flood,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1498.001 - Impact: Direct Network Flood,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1498.001 - Impact: Direct Network Flood,45
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1498.001 - Impact: Direct Network Flood,150
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1498.001 - Impact: Direct Network Flood,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1498.001 - Impact: Direct Network Flood,195
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1498.002 - Impact: Reflection/Amplification Attack,195
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1498.002 - Impact: Reflection/Amplification Attack,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1498.002 - Impact: Reflection/Amplification Attack,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1498.002 - Impact: Reflection/Amplification Attack,115
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1498.002 - Impact: Reflection/Amplification Attack,80
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1498.002 - Impact: Reflection/Amplification Attack,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1498.002 - Impact: Reflection/Amplification Attack,195
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1571 - Defense Evasion: Non-Standard Port,195
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1571 - Defense Evasion: Non-Standard Port,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1571 - Defense Evasion: Non-Standard Port,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1571 - Defense Evasion: Non-Standard Port,192
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1571 - Defense Evasion: Non-Standard Port,3
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1571 - Defense Evasion: Non-Standard Port,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1571 - Defense Evasion: Non-Standard Port,195
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1583.005 - Resource Development: Acquire Botnet,195
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1583.005 - Resource Development: Acquire Botnet,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1583.005 - Resource Development: Acquire Botnet,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1583.005 - Resource Development: Acquire Botnet,188
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1583.005 - Resource Development: Acquire Botnet,7
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1583.005 - Resource Development: Acquire Botnet,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1583.005 - Resource Development: Acquire Botnet,195
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1584.005 - Resource Development: Build/Compromise Botnet,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1584.005 - Resource Development: Build/Compromise Botnet,191
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1584.005 - Resource Development: Build/Compromise Botnet,3
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1584.005 - Resource Development: Build/Compromise Botnet,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1584.005 - Resource Development: Build/Compromise Botnet,194
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1590 - Reconnaissance: Gather Victim Network Information,194
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1590 - Reconnaissance: Gather Victim Network Information,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1590 - Reconnaissance: Gather Victim Network Information,194
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1590 - Reconnaissance: Gather Victim Network Information,168
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1590 - Reconnaissance: Gather Victim Network Information,26
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1590 - Reconnaissance: Gather Victim Network Information,194
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1590 - Reconnaissance: Gather Victim Network Information,194
greedy_loo_fragility,greedy_loo_fragility,{},202,all,T1595 - Reconnaissance: Active Scanning,195
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,T1595 - Reconnaissance: Active Scanning,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,T1595 - Reconnaissance: Active Scanning,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,T1595 - Reconnaissance: Active Scanning,172
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,T1595 - Reconnaissance: Active Scanning,23
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,T1595 - Reconnaissance: Active Scanning,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,T1595 - Reconnaissance: Active Scanning,195
greedy_loo_fragility,greedy_loo_fragility,{},202,all,TA0011 - Command-and-Control,195
greedy_loo_fragility,greedy_loo_fragility,{},202,exploit,TA0011 - Command-and-Control,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,all,TA0011 - Command-and-Control,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,exploit,TA0011 - Command-and-Control,182
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",202,explore,TA0011 - Command-and-Control,13
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,all,TA0011 - Command-and-Control,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",202,bonus,TA0011 - Command-and-Control,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,all,TA0011 - Command-and-Control,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",202,bonus,TA0011 - Command-and-Control,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,all,TA0011 - Command-and-Control,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",202,bonus,TA0011 - Command-and-Control,195
greedy_loo_fragility,greedy_loo_fragility,{},303,all,T1036 - Defense Evasion: Masquerading,195
greedy_loo_fragility,greedy_loo_fragility,{},303,exploit,T1036 - Defense Evasion: Masquerading,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",303,all,T1036 - Defense Evasion: Masquerading,195
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",303,exploit,T1036 - Defense Evasion: Masquerading,151
epsilon_greedy_eps0.2,epsilon_greedy_loo_fragility,"{""epsilon"": 0.2}",303,explore,T1036 - Defense Evasion: Masquerading,44
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",303,all,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c0.25,exploration_bonus_loo_fragility,"{""c"": 0.25}",303,bonus,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",303,all,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c0.5,exploration_bonus_loo_fragility,"{""c"": 0.5}",303,bonus,T1036 - Defense Evasion: Masquerading,195
exploration_bonus_c1.0,exploration_bonus_loo_fragility,"{""c"": 1.0}",303,all,T1036 - Defense Evasion: Masquerading,195
